departement,circonscription,communes
03,1,"Agonges, Aubigny, Aurouër, Autry-Issards, Avermes, Bagneux, Barberier, Bayet, Beaulon, Bessay-sur-Allier, Besson, Billy, Boucé, Bourbon-l'Archambault, Bransat, Bresnay, Bressolles, Buxières-les-Mines, Cesset, Chantelle, Chapeau, Chareil-Cintrat, Charroux, Chemilly, Chevagnes, Chezelle, Château-sur-Allier, Châtel-de-Neuvre, Châtillon, Chézy, Contigny, Coulandon, Coulanges, Couleuvre, Couzon, Cressanges, Créchy, Deneuille-lès-Chantelle, Deux-Chaises, Diou, Dompierre-sur-Besbre, Etroussat, Fleuriel, Fourilles, Franchesse, Gannay-sur-Loire, Garnat-sur-Engièvre, Gennetines, Gipcy, Gouise, La Chapelle-aux-Chasses, La Ferté-Hauterive, Laféline, Langy, Le Montet, Le Theil, Le Veurdre, Limoise, Loriges, Louchy-Montfand, Lurcy-Lévis, Lusigny, Magnet, Marcenat, Marigny, Meillard, Meillers, Mercy, Molinet, Monestier, Montaigu-le-Blin, Montbeugny, Montilly, Montoldre, Montord, Monétay-sur-Allier, Monétay-sur-Loire, Moulins, Neuilly-le-Réal, Neure, Neuvy, Noyant-d'Allier, Paray-le-Frésil, Paray-sous-Briailles, Pierrefitte-sur-Loire, Pouzy-Mésangy, Rocles, Rongères, Saint-Aubin-le-Monial, Saint-Ennemond, Saint-Félix, Saint-Germain-de-Salles, Saint-Germain-des-Fossés, Saint-Gérand-de-Vaux, Saint-Gérand-le-Puy, Saint-Hilaire, Saint-Loup, Saint-Léopardin-d'Augy, Saint-Martin-des-Lais, Saint-Menoux, Saint-Plaisir, Saint-Pourçain-sur-Besbre, Saint-Pourçain-sur-Sioule, Saint-Sornin, Saint-Voir, Saligny-sur-Roudon, Sanssat, Saulcet, Seuillet, Souvigny, Target, Taxat-Senat, Thiel-sur-Acolin, Toulon-sur-Allier, Treban, Tronget, Trévol, Ussel-d'Allier, Varennes-sur-Allier, Vaumas, Verneuil-en-Bourbonnais, Vieure, Villeneuve-sur-Allier, Voussac, Ygrande et Yzeure"
03,2,"Ainay-le-Château, Archignat, Arpheuilles-Saint-Priest, Audes, Beaune-d'Allier, Bellenaves, Bizeneuille, Blomard, Braize, Bézenet, Chamblet, Chambérat, Chappes, Chavenon, Chazemais, Chirat-l'Eglise, Chouvigny, Colombier, Commentry, Cosne-d'Allier, Courçais, Coutansouze, Cérilly, Deneuille-les-Mines, Domérat, Doyet, Durdat-Larequille, Désertines, Ebreuil, Echassières, Estivareilles, Haut-Bocage, Huriel, Hyds, Hérisson, Isle-et-Bardais, La Celle, La Chapelaude, La Petite-Marche, Lalizolle, Lamaids, Lavault-Sainte-Anne, Le Brethon, Le Vilhain, Lignerolles, Louroux-Bourbonnais, Louroux-de-Beaune, Louroux-de-Bouble, Lételon, Malicorne, Marcillat-en-Combraille, Mazirat, Meaulne-Vitray, Mesples, Montluçon, Montmarault, Montvicq, Murat, Nades, Nassigny, Naves, Néris-les-Bains, Prémilhat, Quinssaines, Reugny, Ronnet, Saint-Angel, Saint-Bonnet-Tronçais, Saint-Bonnet-de-Four, Saint-Caprais, Saint-Désiré, Saint-Eloy-d'Allier, Saint-Fargeol, Saint-Genest, Saint-Marcel-en-Marcillat, Saint-Marcel-en-Murat, Saint-Martinien, Saint-Palais, Saint-Priest-en-Murat, Saint-Sauvier, Saint-Victor, Sainte-Thérence, Sauvagny, Sazeret, Sussat, Teillet-Argenty, Terjat, Theneuille, Tortezais, Treignat, Urçay, Valignat, Valigny, Vallon-en-Sully, Vaux, Veauce, Venas, Verneix, Vernusse, Vicq, Villebret, Villefranche-d'Allier et Viplaix"
03,3,"Abrest, Andelaroche, Arfeuilles, Arronnes, Avrilly, Barrais-Bussolles, Bellerive-sur-Allier, Bert, Billezois, Biozat, Bost, Broût-Vernet, Brugheas, Busset, Bègues, Charmeil, Charmes, Chassenard, Chavroches, Châtel-Montagne, Châtelperron, Châtelus, Cindré, Cognat-Lyonne, Creuzier-le-Neuf, Creuzier-le-Vieux, Cusset, Droiturier, Escurolles, Espinasse-Vozelle, Ferrières-sur-Sichon, Gannat, Hauterive, Isserpent, Jaligny-sur-Besbre, Jenzat, La Chabanne, La Chapelle, La Guillermie, Lapalisse, Laprugne, Lavoine, Le Bouchaud, Le Breuil, Le Donjon, Le Mayet-d'Ecole, Le Mayet-de-Montagne, Le Pin, Le Vernet, Lenax, Liernolles, Loddes, Luneau, Mariol, Mazerier, Molles, Montaiguët-en-Forez, Montcombroux-les-Mines, Monteignet-sur-l'Andelot, Neuilly-en-Donjon, Nizerolles, Poëzat, Périgny, Saint-Bonnet-de-Rochefort, Saint-Christophe, Saint-Clément, Saint-Didier-en-Donjon, Saint-Didier-la-Forêt, Saint-Etienne-de-Vicq, Saint-Léger-sur-Vouzance, Saint-Léon, Saint-Nicolas-des-Biefs, Saint-Pierre-Laval, Saint-Pont, Saint-Priest-d'Andelot, Saint-Prix, Saint-Rémy-en-Rollat, Saint-Yorre, Saulzet, Serbannes, Servilly, Sorbier, Thionne, Treteau, Trézelles, Varennes-sur-Tèche, Vendat et Vichy"
04,1,"Aiglun, Allemagne-en-Provence, Allons, Allos, Angles, Annot, Archail, Aubignosc, Barras, Barrême, Beaujeu, Beauvezer, Beynes, Blieux, Bras-d'Asse, Braux, Brunet, Castellane, Castellet-lès-Sausses, Champtercier, Chaudon-Norante, Château-Arnoux-Saint-Auban, Châteauneuf-Val-Saint-Donat, Châteauredon, Clumanc, Colmars, Demandolx, Digne-les-Bains, Draix, Entrages, Entrevaux, Entrevennes, Esparron-de-Verdon, Estoublon, Ganagobie, Gréoux-les-Bains, Hautes-Duyes, L'Escale, La Brillanne, La Garde, La Javie, La Mure-Argens, La Palud-sur-Verdon, La Robine-sur-Galabre, La Rochette, Lambruisse, Le Brusquet, Le Castellard-Melan, Le Castellet, Le Chaffaut-Saint-Jurson, Le Fugeret, Les Mées, Lurs, Majastres, Malijai, Mallemoisson, Marcoux, Mirabeau, Montagnac-Montpezat, Montfort, Moriez, Moustiers-Sainte-Marie, Méailles, Mézel, Oraison, Peipin, Peyroules, Peyruis, Prads-Haute-Bléone, Puimichel, Puimoisson, Quinson, Riez, Rougon, Roumoules, Saint-André-les-Alpes, Saint-Benoît, Saint-Jacques, Saint-Jeannet, Saint-Julien-d'Asse, Saint-Julien-du-Verdon, Saint-Jurs, Saint-Laurent-du-Verdon, Saint-Lions, Saint-Martin-de-Brômes, Saint-Pierre, Sainte-Croix-du-Verdon, Salignac, Sausses, Senez, Soleilhas, Sourribes, Tartonne, Thoard, Thorame-Basse, Thorame-Haute, Ubraye, Val-de-Chalvagne, Valensole, Vergons, Villars-Colmars et Volonne"
04,2,"Aubenas-les-Alpes, Authon, Auzet, Banon, Barcelonnette, Barles, Bayons, Bellaffaire, Bevons, Châteaufort, Châteauneuf-Miravail, Clamensane, Claret, Corbières, Cruis, Curbans, Curel, Céreste, Dauphin, Enchastrayes, Entrepierres, Faucon-de-Barcelonnette, Faucon-du-Caire, Fontienne, Forcalquier, Gigors, Jausiers, L'Hospitalet, La Condamine-Châtelard, La Motte-du-Caire, La Rochegiron, Lardiers, Le Caire, Le Lauzet-Ubaye, Le Vernet, Les Omergues, Les Thuiles, Limans, Mallefougasse-Augès, Mane, Manosque, Melve, Mison, Montclar, Montfuron, Montjustin, Montlaux, Montsalier, Méolans-Revel, Nibles, Niozelles, Noyers-sur-Jabron, Ongles, Oppedette, Pierrerue, Pierrevert, Piégut, Pontis, Redortiers, Reillanne, Revest-Saint-Martin, Revest-des-Brousses, Revest-du-Bion, Saint-Etienne-les-Orgues, Saint-Geniez, Saint-Maime, Saint-Martin-les-Eaux, Saint-Martin-lès-Seyne, Saint-Michel-l'Observatoire, Saint-Paul-sur-Ubaye, Saint-Pons, Saint-Vincent-sur-Jabron, Sainte-Croix-à-Lauze, Sainte-Tulle, Saumane, Selonnet, Seyne, Sigonce, Sigoyer, Simiane-la-Rotonde, Sisteron, Thèze, Turriers, Ubaye-Serre-Ponçon, Uvernet-Fours, Vachères, Val d'Oronaye, Valavoire, Valbelle, Valernes, Vaumeilh, Venterol, Verdaches, Villemus, Villeneuve et Volx"
05,1,"Aspremont, Aspres-sur-Buëch, Avançon, Barcillonnette, Barret-sur-Méouge, Bruis, Chabestan, Chanousse, Châteauneuf-d'Oze, Châteauvieux, Eourres, Esparron, Etoile-Saint-Cyrice, Fouillouse, Furmeyer, Gap, Garde-Colombe, Jarjayes, L'Epine, La Beaume, La Bâtie-Montsaléon, La Bâtie-Neuve, La Bâtie-Vieille, La Faurie, La Freissinouse, La Haute-Beaume, La Piarre, La Roche-des-Arnauds, La Rochette, La Saulce, Laragne-Montéglin, Lardier-et-Valença, Lazer, Le Bersac, Le Dévoluy, Le Poët, Le Saix, Lettret, Manteyer, Montbrand, Montclus, Montgardin, Montjay, Montmaur, Montmorin, Montrond, Monêtier-Allemont, Moydans, Méreuil, Neffes, Nossage-et-Bénévent, Orpierre, Oze, Pelleautier, Rabou, Rambaud, Ribeyret, Rosans, Saint-André-de-Rosans, Saint-Auban-d'Oze, Saint-Etienne-le-Laus, Saint-Julien-en-Beauchêne, Saint-Pierre-Avez, Saint-Pierre-d'Argençon, Sainte-Colombe, Sainte-Marie, Saléon, Salérans, Savournon, Serres, Sigottier, Sigoyer, Sorbiers, Tallard, Trescléoux, Upaix, Val Buëch-Méouge, Valserres, Ventavon, Veynes et Vitrolles"
05,2,"Abriès, Aiguilles, Ancelle, Arvieux, Aspres-lès-Corps, Baratier, Briançon, Bréziers, Buissard, Ceillac, Cervières, Chabottes, Champcella, Champoléon, Chauffayer, Chorges, Château-Ville-Vieille, Châteauroux-les-Alpes, Crots, Crévoux, Embrun, Espinasses, Eygliers, Forest-Saint-Julien, Freissinières, Guillestre, L'Argentière-la-Bessée, La Chapelle-en-Valgaudemar, La Fare-en-Champsaur, La Grave, La Motte-en-Champsaur, La Roche-de-Rame, La Salle les Alpes, Laye, Le Glaizil, Le Monêtier-les-Bains, Le Noyer, Le Sauze-du-Lac, Les Costes, Les Orres, Les Vigneaux, Molines-en-Queyras, Mont-Dauphin, Montgenèvre, Névache, Orcières, Poligny, Prunières, Puy-Saint-André, Puy-Saint-Eusèbe, Puy-Saint-Pierre, Puy-Saint-Vincent, Puy-Sanières, Remollon, Risoul, Ristolas, Rochebrune, Rousset, Réallon, Réotier, Saint-André-d'Embrun, Saint-Apollinaire, Saint-Bonnet-en-Champsaur, Saint-Chaffrey, Saint-Clément-sur-Durance, Saint-Crépin, Saint-Eusèbe-en-Champsaur, Saint-Firmin, Saint-Jacques-en-Valgodemard, Saint-Jean-Saint-Nicolas, Saint-Julien-en-Champsaur, Saint-Laurent-du-Cros, Saint-Léger-les-Mélèzes, Saint-Martin-de-Queyrières, Saint-Maurice-en-Valgodemard, Saint-Michel-de-Chaillol, Saint-Sauveur, Saint-Véran, Savines-le-Lac, Théus, Val-des-Prés, Vallouise-Pelvoux, Vars, Villar-Loubière, Villar-Saint-Pancrace et Villar-d'Arêne"
06,1,Nice (en partie)
06,2,"Aiglun, Amirat, Andon, Ascros, Auvare, Bairols, Beuil, Bonson, Bouyon, Briançonnet, Bézaudun-les-Alpes, Cabris, Caille, Carros, Châteauneuf-d'Entraunes, Cipières, Collongues, Conségudes, Coursegoules, Cuébris, Daluis, Entraunes, Escragnolles, Gars, Gattières, Gilette, Grasse (en partie), Gréolières, Guillaumes, La Croix-sur-Roudoule, La Gaude, La Penne, La Roque-en-Provence, La Tour, Le Broc, Le Mas, Le Tignet, Les Ferres, Les Mujouls, Lieuche, Malaussène, Massoins, Peymeinade, Pierlas, Pierrefeu, Puget-Rostang, Puget-Théniers, Péone, Revest-les-Roches, Rigaud, Roquesteron, Saint-Antonin, Saint-Auban, Saint-Cézaire-sur-Siagne, Saint-Jeannet, Saint-Léger, Saint-Martin-d'Entraunes, Saint-Vallier-de-Thiey, Sallagriffon, Sauze, Sigale, Spéracèdes, Séranon, Thiéry, Toudon, Tourette-du-Château, Tournefort, Touët-sur-Var, Valderoure, Vence, Villars-sur-Var et Villeneuve-d'Entraunes"
06,3,"Falicon, La Trinité, Nice (en partie) et Saint-André de la Roche"
06,4,"Beaulieu-sur-Mer, Beausoleil, Bendejun, Berre-les-Alpes, Blausasc, Breil-sur-Roya, Cantaron, Cap-d'Ail, Castellar, Castillon, Châteauneuf-Villevieille, Coaraze, Contes, Drap, Eze, Fontan, Gorbio, L'Escarène, La Brigue, La Turbie, Lucéram, Menton, Moulinet, Peille, Peillon, Roquebrune-Cap-Martin, Saint-Jean-Cap-Ferrat, Sainte-Agnès, Saorge, Sospel, Tende, Touët-de-l'Escarène et Villefranche-sur-Mer"
06,5,"Aspremont, Belvédère, Castagniers, Clans, Colomars, Duranus, Ilonse, Isola, La Bollène-Vésubie, La Roquette-sur-Var, Lantosque, Levens, Marie, Nice (en partie), Rimplas, Roquebillière, Roubion, Roure, Saint-Blaise, Saint-Dalmas-le-Selvage, Saint-Etienne-de-Tinée, Saint-Martin-Vésubie, Saint-Martin-du-Var, Saint-Sauveur-sur-Tinée, Tourrette-Levens, Utelle, Valdeblore et Venanson"
06,6,"Cagnes-sur-Mer, La Colle-sur-Loup, Saint-Laurent-du-Var, Saint-Paul et Villeneuve-Loubet"
06,7,"Antibes, Biot, Caussols, Châteauneuf-Grasse, Courmes, Gourdon, Le Bar-sur-Loup, Le Rouret, Opio, Roquefort-les-Pins, Tourrettes-sur-Loup, Valbonne et Vallauris (en partie)"
06,8,"Cannes, Mandelieu-la-Napoule, Théoule-sur-Mer et Vallauris (en partie)"
06,9,"Auribeau-sur-Siagne, Grasse (en partie), La Roquette-sur-Siagne, Le Cannet, Mouans-Sartoux, Mougins et Pégomas"
07,1,"Accons, Ajoux, Alba-la-Romaine, Albon d'Ardèche, Alissas, Arcens, Aubignas, Baix, Beauchastel, Beauvène, Bidon, Boffres, Borée, Bourg-Saint-Andéol, Chalencon, Chambon (Le), Chanéac, Charmes-sur-Rhône, Cheylard (Le), Chomérac, Châteauneuf-de-Vernoux, Coux, Creysseilles, Cruas, Dornas, Dunière-sur-Eyrieux, Flaviac, Freyssenet, Gilhac-et-Bruzac, Gluiras, Gourdon, Gras, Intres, Issamoulenc, Jaunac, Lachapelle-sous-Chanéac, Larnas, Lyas, Marcols-les-Eaux, Mariac, Meysse, Nonières (Les), Ollières-sur-Eyrieux (Les), Pourchères, Pouzin (Le), Pranles, Privas, Rochemaure, Rochessauve, Rochette (La), Rompon, Saint-Andéol-de-Fourchades, Saint-Apollinaire-de-Rias, Saint-Barthélemy-le-Meil, Saint-Bauzile, Saint-Christol, Saint-Cierge-la-Serre, Saint-Cierge-sous-le-Cheylard, Saint-Clément, Saint-Etienne-de-Serres, Saint-Fortunat-sur-Eyrieux, Saint-Genest-Lachamp, Saint-Georges-les-Bains, Saint-Jean-Chambre, Saint-Jean-Roure, Saint-Julien-Boutières, Saint-Julien-Labrousse, Saint-Julien-du-Gua, Saint-Julien-en-Saint-Alban, Saint-Julien-le-Roux, Saint-Just-d'Ardèche, Saint-Lager-Bressac, Saint-Laurent-du-Pape, Saint-Marcel-d'Ardèche, Saint-Martial, Saint-Martin-d'Ardèche, Saint-Martin-de-Valamas, Saint-Martin-sur-Lavezon, Saint-Maurice-en-Chalencon, Saint-Michel-d'Aurance, Saint-Michel-de-Chabrillanoux, Saint-Montan, Saint-Pierre-la-Roche, Saint-Pierreville, Saint-Priest, Saint-Remèze, Saint-Sauveur-de-Montagut, Saint-Symphorien-sous-Chomérac, Saint-Thomé, Saint-Vincent-de-Barrès, Saint-Vincent-de-Durfort, Sceautres, Silhac, Teil (Le), Valvignères, Vernoux-en-Vivarais, Veyras, Viviers et Voulte-sur-Rhône (La)"
07,2,"Alboussière, Andance, Annonay, Ardoix, Arlebosc, Arras-sur-Rhône, Bogy, Boucieu-le-Roi, Boulieu-lès-Annonay, Bozas, Brossainc, Champagne, Champis, Charnas, Cheminas, Châteaubourg, Colombier-le-Cardinal, Colombier-le-Jeune, Colombier-le-Vieux, Cornas, Crestet (Le), Davézieux, Devesset, Désaignes, Eclassan, Empurany, Etables, Félines, Gilhoc-sur-Ormèze, Glun, Guilherand-Granges, Labatie-d'Andaure, Lafarre, Lalouvesc, Lamastre, Lemps, Limony, Mars, Mauves, Monestier, Nozières, Ozon, Pailharès, Peaugres, Peyraud, Plats, Préaux, Quintenas, Rochepaule, Roiffieux, Saint-Agrève, Saint-Alban-d'Ay, Saint-André-en-Vivarais, Saint-Barthélemy-Grozon, Saint-Barthélemy-le-Plain, Saint-Basile, Saint-Clair, Saint-Cyr, Saint-Désirat, Saint-Etienne-de-Valoux, Saint-Félicien, Saint-Jacques-d'Atticieux, Saint-Jean-de-Muzols, Saint-Jeure-d'Andaure, Saint-Jeure-d'Ay, Saint-Julien-Vocance, Saint-Marcel-lès-Annonay, Saint-Pierre-sur-Doux, Saint-Prix, Saint-Péray, Saint-Romain-d'Ay, Saint-Romain-de-Lerps, Saint-Sylvestre, Saint-Symphorien-de-Mahun, Saint-Victor, Sarras, Satillieu, Savas, Serrières, Soyons, Sécheras, Talencieux, Thorrenc, Toulaud, Tournon-sur-Rhône, Vanosc, Vaudevant, Vernosc-lès-Annonay, Villevocance, Vinzieux, Vion et Vocance"
07,3,"Ailhon, Aizac, Antraigues-sur-Volane, Asperjoc, Assions (Les), Astet, Aubenas, Balazuc, Banne, Barnas, Beaulieu, Beaumont, Berrias-et-Casteljau, Berzème, Bessas, Borne, Burzet, Béage (Le), Cellier-du-Luc, Chambonas, Chandolas, Chassiers, Chauzon, Chazeaux, Chirols, Coucouron, Cros-de-Géorand, Darbres, Dompnac, Fabras, Faugères, Fons, Genestelle, Gravières, Grospierres, Issanlas, Issarlès, Jaujac, Joannas, Joyeuse, Juvinas, Labastide-de-Virac, Labastide-sur-Bésorgues, Labeaume, Lablachère, Laboule, Labégude, Lac-d'Issarlès (Le), Lachamp-Raphaël, Lachapelle-Graillouse, Lachapelle-sous-Aubenas, Lagorce, Lalevade-d'Ardèche, Lanarce, Lanas, Largentière, Laurac-en-Vivarais, Laval-d'Aurelle, Laveyrune, Lavillatte, Lavilledieu, Laviolle, Lentillères, Lespéron, Loubaresse, Lussas, Malarce-sur-la-Thines, Malbosc, Mayres, Mazan-l'Abbaye, Mercuer, Meyras, Mirabel, Montpezat-sous-Bauzon, Montréal, Montselgues, Mézilhac, Orgnac-l'Aven, Payzac, Plagnal (Le), Planzolles, Pont-de-Labeaume, Prades, Pradons, Prunet, Péreyres, Ribes, Rochecolombe, Rocher, Rocles, Rosières, Roux (Le), Ruoms, Sablières, Sagnes-et-Goudoulet, Saint-Alban-Auriolles, Saint-Alban-en-Montagne, Saint-André-Lachamp, Saint-André-de-Cruzières, Saint-Andéol-de-Berg, Saint-Andéol-de-Vals, Saint-Cirgues-de-Prades, Saint-Cirgues-en-Montagne, Saint-Didier-sous-Aubenas, Saint-Etienne-de-Boulogne, Saint-Etienne-de-Fontbellon, Saint-Etienne-de-Lugdarès, Saint-Genest-de-Beauzon, Saint-Germain, Saint-Gineys-en-Coiron, Saint-Jean-le-Centenier, Saint-Joseph-des-Bancs, Saint-Julien-du-Serre, Saint-Laurent-les-Bains, Saint-Laurent-sous-Coiron, Saint-Maurice-d'Ardèche, Saint-Maurice-d'Ibie, Saint-Michel-de-Boulogne, Saint-Mélany, Saint-Paul-le-Jeune, Saint-Pierre-Saint-Jean, Saint-Pierre-de-Colombier, Saint-Pons, Saint-Privat, Saint-Sauveur-de-Cruzières, Saint-Sernin, Sainte-Eulalie, Sainte-Marguerite-Lafigère, Salavas, Salelles (Les), Sampzon, Sanilhac, Souche (La), Tauriers, Thueyts, Ucel, Usclades-et-Rieutord, Uzer, Vagnas, Valgorge, Vallon-Pont-d'Arc, Vals-les-Bains, Vans (Les), Vernon, Vesseaux, Villeneuve-de-Berg, Vinezac et Vogüé"
08,1,"Acy-Romance, Aiglemont, Aire, Alincourt, Amagne, Ambly-Fleury, Annelles, Antheny, Aouste, Arnicourt, Asfeld, Aubigny-les-Pothées, Auboncourt-Vauzelles, Auge, Aussonce, Auvillers-les-Forges, Avançon, Avaux, Balaives-et-Butz, Balham, Banogne-Recouvrance, Barbaise, Barby, Baâlons, Bergnicourt, Bertoncourt, Biermes, Bignicourt, Blanchefosse-et-Bay, Blanzy-la-Salonnaise, Bossus-lès-Rumigny, Boulzicourt, Boutancourt, Bouvellemont, Brienne-sur-Aisne, Brognon, Cernion, Chagny, Chalandry-Elaire, Champigneul-sur-Vence, Champlin, Chappes, Charleville-Mézières (en partie), Chaumont-Porcien, Chesnois-Auboncourt, Château-Porcien, Clavy-Warby, Condé-lès-Herpy, Corny-Machéroménil, Coucy, Dom-le-Mesnil, Dommery, Doumely-Bégny, Doux, Draize, Ecly, Elan, Estrebay, Eteignières, Etrépigny, Faissault, Faux, Flaignes-Havys, Fligny, Flize, Fraillicourt, Gernelle, Girondelle, Givron, Gomont, Grandchamp, Gruyères, Guignicourt-sur-Vence, Hagnicourt, Hannappes, Hannogne-Saint-Martin, Hannogne-Saint-Rémy, Hauteville, Herpy-l'Arlésienne, Houdilcourt, Inaumont, Issancourt-et-Rumel, Jandun, Juniville, Justine-Herbigny, L'Ecaille, L'Echelle, La Francheville, La Férée, La Grandville, La Horgne, La Neuville-aux-Joûtes, La Neuville-en-Tourne-à-Fuy, La Neuville-lès-Wasigny, La Romagne, Lalobbe, Launois-sur-Vence, Le Châtelet-sur-Retourne, Le Fréty, Le Thour, Les Ayvelles, Liart, Logny-Bogny, Lucquy, Lumes, Lépron-les-Vallées, Maranwez, Marby, Marlemont, Mazerny, Mesmont, Mondigny, Mont-Laurent, Montcy-Notre-Dame, Montigny-sur-Vence, Montmeillant, Ménil-Annelles, Ménil-Lépinois, Nanteuil-sur-Aisne, Neuflize, Neufmaison, Neuville-lez-Beaulieu, Neuvizy, Nouvion-sur-Meuse, Novion-Porcien, Novy-Chevrières, Omicourt, Omont, Perthes, Poilcourt-Sydney, Poix-Terron, Prez, Puiseux, Raillicourt, Remaucourt, Renneville, Rethel, Rocquigny, Roizy, Rouvroy-sur-Audry, Rubigny, Rumigny, Saint-Fergeux, Saint-Germainmont, Saint-Jean-aux-Bois, Saint-Laurent, Saint-Loup-Champagne, Saint-Marceau, Saint-Pierre-sur-Vence, Saint-Quentin-le-Petit, Saint-Remy-le-Petit, Sapogne-et-Feuchères, Saulces-Monclin, Sault-Saint-Remy, Sault-lès-Rethel, Seraincourt, Sery, Seuil, Signy-l'Abbaye, Signy-le-Petit, Singly, Son, Sorbon, Sorcy-Bauthémont, Sévigny-Waleppe, Tagnon, Taizy, Tarzy, Thin-le-Moutier, Thugny-Trugny, Touligny, Vaux-Montreuil, Vaux-Villaine, Vaux-lès-Rubigny, Vendresse, Viel-Saint-Remy, Vieux-lès-Asfeld, Ville-sur-Lumes, Ville-sur-Retourne, Villers-Semeuse, Villers-devant-le-Thour, Villers-le-Tilleul, Villers-le-Tourneur, Villers-sur-le-Mont, Vivier-au-Court, Vrigne-Meuse, Wagnon, Wasigny, Wignicourt et Yvernaumont"
08,2,"Anchamps, Arreux, Aubrives, Belval, Blombay, Bogny-sur-Meuse, Bourg-Fidèle, Charleville-Mézières (en partie), Charnois, Chilly, Chooz, Cliron, Damouzy, Deville, Etalle, Evigny, Fagnon, Foisches, Fromelennes, Fumay, Fépin, Gespunsart, Givet, Gué-d'Hossus, Ham-les-Moines, Ham-sur-Meuse, Harcy, Hargnies, Haudrecy, Haulmé, Haybes, Hierges, Houldizy, Joigny-sur-Meuse, Laifour, Landrichamps, Laval-Morency, Le Châtelet-sur-Sormonne, Les Hautes-Rivières, Les Mazures, Lonny, Maubert-Fontaine, Montcornet, Monthermé, Montigny-sur-Meuse, Murtin-et-Bogny, Neufmanil, Neuville-lès-This, Nouzonville, Prix-lès-Mézières, Rancennes, Regniowez, Remilly-les-Pothées, Renwez, Revin, Rimogne, Rocroi, Saint-Marcel, Sormonne, Sury, Sécheval, Sévigny-la-Forêt, Taillette, Thilay, This, Tournavaux, Tournes, Tremblois-lès-Rocroi, Vireux-Molhain, Vireux-Wallerand, Warcq et Warnécourt"
08,3,"Alland'Huy-et-Sausseuil, Angecourt, Apremont, Ardeuil-et-Montfauxelles, Artaise-le-Vivier, Attigny, Auflance, Aure, Authe, Autrecourt-et-Pourron, Autruche, Autry, BAIRON ET SES ENVIRONS, Balan, Ballay, Bar-lès-Buzancy, Bayonville, Bazeilles, Beaumont-en-Argonne, Beffu-et-le-Morthomme, Belleville-et-Châtillon-sur-Bar, Belval-Bois-des-Dames, Bièvres, Blagny, Bouconville, Boult-aux-Bois, Bourcq, Brieulles-sur-Bar, Briquenay, Brécy-Brières, Brévilly, Bulson, Buzancy, CHEMERY-CHEHERY, Carignan, Cauroy, Challerange, Champigneulle, Charbogne, Chardeny, Chatel-Chéhéry, Cheveuges, Chevières, Chuffilly-Roche, Condé-lès-Autry, Contreuve, Cornay, Coulommes-et-Marqueny, Daigny, Donchery, Douzy, Dricourt, Ecordal, Escombres-et-le-Chesnois, Euilly-et-Lombut, Exermont, Falaise, Fleigneux, Floing, Fléville, Fossé, Francheval, Fromy, Germont, Givonne, Givry, Glaire, Grandham, Grandpré, Grivy-Loisy, Guincourt, Haraucourt, Harricourt, Hauviné, Herbeuval, Illy, Imécourt, Jonval, La Berlière, La Besace, La Chapelle, La Croix-aux-Bois, La Ferté-sur-Chiers, La Moncelle, La Neuville-à-Maire, La Sabotterie, Lametz, Landres-et-Saint-Georges, Lançon, Le Mont-Dieu, Leffincourt, Les Deux-Villes, Les Grandes-Armoises, Les Petites-Armoises, Linay, Liry, Longwé, Létanne, Machault, Maisoncelle-et-Villers, Malandry, Manre, Marcq, Margny, Margut, Marquigny, Mars-sous-Bourcq, Marvaux-Vieux, Matton-et-Clémency, Messincourt, Mogues, Moiry, Mont-Saint-Martin, Mont-Saint-Remy, Montcheutin, Montgon, Monthois, Mouron, Mouzon, Neuville-Day, Noirval, Nouart, Noyers-Pont-Maugis, Oches, Olizy-Primat, Osnes, Pauvres, Pouru-Saint-Remy, Pouru-aux-Bois, Puilly-et-Charbeaux, Pure, Quatre-Champs, Quilly, Raucourt-et-Flaba, Remilly-Aillicourt, Rilly-sur-Aisne, Sachy, Sailly, Saint-Aignan, Saint-Clément-à-Arnes, Saint-Etienne-à-Arnes, Saint-Juvin, Saint-Lambert-et-Mont-de-Jeux, Saint-Loup-Terrier, Saint-Menges, Saint-Morel, Saint-Pierre-à-Arnes, Saint-Pierremont, Sainte-Marie, Sainte-Vaubourg, Sapogne-sur-Marche, Saulces-Champenoises, Sauville, Savigny-sur-Aisne, Sedan, Semide, Semuy, Senuc, Signy-Montlibert, Sommauthe, Sommerance, Stonne, Sugny, Suzanne, Sy, Séchault, Tailly, Tannay, Thelonne, Thénorgues, Toges, Tourcelles-Chaumont, Tourteron, Tremblois-lès-Carignan, Tétaigne, Vandy, Vaux-Champagne, Vaux-en-Dieulet, Vaux-lès-Mouron, Vaux-lès-Mouzon, Verpel, Verrières, Villers-devant-Mouzon, Villers-sur-Bar, Villy, Voncq, Vouziers, Vrigne-aux-Bois, Wadelincourt, Williers et Yoncq"
